,index,summary,sentiment,sentiment_writing,Article_without_stopwords,After_lemmatization,pos_tags,senti_score,sentiment_class_swn
46,14945,"The article discusses renewed clashes in the South Sudanese capital, Juba, between rival factions despite calls to end the fighting. The conflict has resulted in the death of hundreds of people, mostly soldiers, and threatens the peace and prosperity of South Sudan which gained independence from Sudan in 2011. The fighting is attributed to a political power struggle between President Salva Kiir and his former deputy Riek Machar. The article calls for the international community to intervene and for the leadership of the warring factions to put the interests of the country first.",-1,0,article discusses renewed clashes south sudanese capital juba rival factions despite calls end fighting conflict resulted death hundreds people mostly soldiers threatens peace prosperity south sudan gained independence sudan 2011 fighting attributed topolitical power struggle president salva kiir former deputy riek machar article calls international community intervene leadership warring factions put interests country first ,discus renewed clash south sudanese capital juba rival faction despite call end fighting conflict resulted death hundred people mostly soldier threatens peace prosperity south sudan gained independence sudan fighting attributed topolitical power struggle president salva kiir former deputy riek machar article call international community intervene leadership warring faction put interest country first ,"[('discus', 'NN'), ('renewed', 'VBN'), ('clash', 'JJ'), ('south', 'JJ'), ('sudanese', 'JJ'), ('capital', 'NN'), ('juba', 'NN'), ('rival', 'JJ'), ('faction', 'NN'), ('despite', 'IN'), ('call', 'JJ'), ('end', 'NN'), ('fighting', 'VBG'), ('conflict', 'NN'), ('resulted', 'VBD'), ('death', 'NN'), ('hundred', 'CD'), ('people', 'NNS'), ('mostly', 'RB'), ('soldier', 'JJR'), ('threatens', 'NNS'), ('peace', 'VBP'), ('prosperity', 'NN'), ('south', 'JJ'), ('sudan', 'NN'), ('gained', 'VBN'), ('independence', 'NN'), ('sudan', 'NN'), ('fighting', 'VBG'), ('attributed', 'VBD'), ('topolitical', 'JJ'), ('power', 'NN'), ('struggle', 'NN'), ('president', 'NN'), ('salva', 'NN'), ('kiir', 'VBD'), ('former', 'JJ'), ('deputy', 'NN'), ('riek', 'NN'), ('machar', 'NN'), ('article', 'NN'), ('call', 'NN'), ('international', 'JJ'), ('community', 'NN'), ('intervene', 'JJ'), ('leadership', 'NN'), ('warring', 'VBG'), ('faction', 'NN'), ('put', 'VBD'), ('interest', 'NN'), ('country', 'NN'), ('first', 'RB')]",-0.5,Negative
47,14948,"The article discusses the ongoing infighting in Juba, South Sudan which has resulted in over 150 deaths. The violence erupted near Gudele and Jebel suburbs where a military barrack that hosts troops linked to South Sudan's vice President Riek Machar reside. Many locals, including workers for international organisations, have been asked to stay indoors and there is confusion about who is controlling the different groups of fighters. US President Barack Obama, the Inter-Governmental Authority on Development (IGAD) and President Uhuru Kenyatta have called for sobriety among the South Sudan leaders to prevent the country from sliding back to civil war.",-1,0,article discusses ongoing infighting juba south sudan resulted 150 deaths violence erupted near gudele jebel suburbs wheremilitary barrack hosts troops linked south sudanvice president riek machar reside many locals including workers international organisations asked stay indoors confusion controlling different groups fighters us president barack obama inter governmental authority development igad president uhuru kenyatta called sobriety among south sudan leaders prevent country sliding back civil war ,discus ongoing infighting juba south sudan resulted death violence erupted near gudele jebel suburb wheremilitary barrack host troop linked south sudanvice president riek machar reside many local including worker international organisation asked stay indoors confusion controlling different group fighter president barack obama inter governmental authority development igad president uhuru kenyatta called sobriety among south sudan leader prevent country sliding back civil war ,"[('discus', 'NN'), ('ongoing', 'VBG'), ('infighting', 'VBG'), ('juba', 'NN'), ('south', 'JJ'), ('sudan', 'NN'), ('resulted', 'VBD'), ('death', 'NN'), ('violence', 'NN'), ('erupted', 'VBD'), ('near', 'IN'), ('gudele', 'NN'), ('jebel', 'NN'), ('suburb', 'NN'), ('wheremilitary', 'JJ'), ('barrack', 'NN'), ('host', 'NN'), ('troop', 'NN'), ('linked', 'VBD'), ('south', 'JJ'), ('sudanvice', 'JJ'), ('president', 'NN'), ('riek', 'NN'), ('machar', 'VBD'), ('reside', 'RB'), ('many', 'JJ'), ('local', 'JJ'), ('including', 'VBG'), ('worker', 'NN'), ('international', 'JJ'), ('organisation', 'NN'), ('asked', 'VBD'), ('stay', 'JJ'), ('indoors', 'NNS'), ('confusion', 'VBP'), ('controlling', 'VBG'), ('different', 'JJ'), ('group', 'NN'), ('fighter', 'RBR'), ('president', 'NN'), ('barack', 'NN'), ('obama', 'NN'), ('inter', 'NN'), ('governmental', 'JJ'), ('authority', 'NN'), ('development', 'NN'), ('igad', 'NN'), ('president', 'NN'), ('uhuru', 'JJ'), ('kenyatta', 'NN'), ('called', 'VBN'), ('sobriety', 'NN'), ('among', 'IN'), ('south', 'JJ'), ('sudan', 'JJ'), ('leader', 'NN'), ('prevent', 'NN'), ('country', 'NN'), ('sliding', 'VBG'), ('back', 'RB'), ('civil', 'JJ'), ('war', 'NN')]",0.25,Positive
48,15081,"The article discusses the replacement of Dr Riek Machar as the First Vice-President of South Sudan and the controversy surrounding the appointment of Gen Taban Gai Deng as his replacement. The United Nations has warned that this decision is a violation of the peace agreement, but the South Sudanese government argues that it is the business of the opposition and not the government. The article also mentions recent fighting between Machar's supporters and President Salva Kiir's forces, with Machar fleeing Juba again on July 11. The article provides details of the confusion surrounding the replacement of Machar and the opposing views of President Kiir's government and Machar's side, with accusations of conspiracy and the sabotage of the peace agreement.",-1,0,article discusses replacement dr riek machar first vice president south sudan controversy surrounding appointment gen taban gai deng replacement united nations warned decision isviolation peace agreement south sudanese government argues business opposition government article also mentions recent fighting macharsupporters president salva kiirforces machar fleeing juba july 11 article provides details confusion surrounding replacement machar opposing views president kiirgovernment macharside accusations conspiracy sabotage peace agreement ,discus replacement riek machar first vice president south sudan controversy surrounding appointment gen taban gai deng replacement united nation warned decision isviolation peace agreement south sudanese government argues business opposition government article also mention recent fighting macharsupporters president salva kiirforces machar fleeing juba july article provides detail confusion surrounding replacement machar opposing view president kiirgovernment macharside accusation conspiracy sabotage peace agreement ,"[('discus', 'NN'), ('replacement', 'NN'), ('riek', 'NN'), ('machar', 'NN'), ('first', 'JJ'), ('vice', 'NN'), ('president', 'NN'), ('south', 'JJ'), ('sudan', 'NN'), ('controversy', 'NN'), ('surrounding', 'VBG'), ('appointment', 'JJ'), ('gen', 'NN'), ('taban', 'NN'), ('gai', 'NN'), ('deng', 'JJ'), ('replacement', 'NN'), ('united', 'JJ'), ('nation', 'NN'), ('warned', 'VBD'), ('decision', 'NN'), ('isviolation', 'NN'), ('peace', 'NN'), ('agreement', 'NN'), ('south', 'JJ'), ('sudanese', 'JJ'), ('government', 'NN'), ('argues', 'VBZ'), ('business', 'NN'), ('opposition', 'NN'), ('government', 'NN'), ('article', 'NN'), ('also', 'RB'), ('mention', 'NN'), ('recent', 'JJ'), ('fighting', 'VBG'), ('macharsupporters', 'NNS'), ('president', 'NN'), ('salva', 'NN'), ('kiirforces', 'NNS'), ('machar', 'VBP'), ('fleeing', 'VBG'), ('juba', 'NN'), ('july', 'NN'), ('article', 'NN'), ('provides', 'VBZ'), ('detail', 'JJ'), ('confusion', 'NN'), ('surrounding', 'VBG'), ('replacement', 'NN'), ('machar', 'NN'), ('opposing', 'VBG'), ('view', 'NN'), ('president', 'NN'), ('kiirgovernment', 'NN'), ('macharside', 'NN'), ('accusation', 'NN'), ('conspiracy', 'NN'), ('sabotage', 'NN'), ('peace', 'NN'), ('agreement', 'NN')]",-0.5,Negative
49,15340,"The article discusses the recognition of 29 Rwandan peacekeepers, serving as 'Individual Police Officers' under the UN Mission in South Sudan, with medals of service excellence for their professional contribution towards peace and security in South Sudan. It also emphasizes the need for Rwanda to deploy more female police officers to peacekeeping operations to ensure that vulnerable groups, mainly girls and women, are well protected.",0,0,article discusses recognition 29 rwandan peacekeepers serving individual police officers un mission south sudan medals service excellence professional contribution towards peace security south sudan also emphasizes need rwanda deploy female police officers peacekeeping operations ensure vulnerable groups mainly girls women well protected ,discus recognition rwandan peacekeeper serving individual police officer mission south sudan medal service excellence professional contribution towards peace security south sudan also emphasizes need rwanda deploy female police officer peacekeeping operation ensure vulnerable group mainly girl woman well protected ,"[('discus', 'NN'), ('recognition', 'NN'), ('rwandan', 'NN'), ('peacekeeper', 'IN'), ('serving', 'VBG'), ('individual', 'JJ'), ('police', 'NNS'), ('officer', 'NN'), ('mission', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('medal', 'NN'), ('service', 'NN'), ('excellence', 'NN'), ('professional', 'JJ'), ('contribution', 'NN'), ('towards', 'NNS'), ('peace', 'VBP'), ('security', 'NN'), ('south', 'NN'), ('sudan', 'NN'), ('also', 'RB'), ('emphasizes', 'VBZ'), ('need', 'MD'), ('rwanda', 'VB'), ('deploy', 'VB'), ('female', 'JJ'), ('police', 'NNS'), ('officer', 'NN'), ('peacekeeping', 'VBG'), ('operation', 'NN'), ('ensure', 'VB'), ('vulnerable', 'JJ'), ('group', 'NN'), ('mainly', 'RB'), ('girl', 'VBZ'), ('woman', 'NN'), ('well', 'RB'), ('protected', 'VBD')]",1.375,Positive
50,15391,"The article discusses the African Union's plan to establish a 'Hybrid Court' in South Sudan to promote justice and national unity. The AU also deployed human rights observers in several African countries, and declared the next 10 years as the 'Human and Peoples' Rights Decade in Africa'. The AU chairperson called on Member States to ratify all African Shared Values Instruments to protect human and peoples' rights.",1,0,article discusses african unionplan establishhybrid court south sudan promote justice national unity au also deployed human rights observers several african countries declared next 10 years human peoples rights decade africa au chairperson called member states ratify african shared values instruments protect human peoples rights ,discus african unionplan establishhybrid court south sudan promote justice national unity also deployed human right observer several african country declared next year human people right decade africa chairperson called member state ratify african shared value instrument protect human people right ,"[('discus', 'JJ'), ('african', 'JJ'), ('unionplan', 'JJ'), ('establishhybrid', 'JJ'), ('court', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('promote', 'NN'), ('justice', 'NN'), ('national', 'JJ'), ('unity', 'NN'), ('also', 'RB'), ('deployed', 'VBD'), ('human', 'JJ'), ('right', 'RB'), ('observer', 'RB'), ('several', 'JJ'), ('african', 'JJ'), ('country', 'NN'), ('declared', 'VBD'), ('next', 'JJ'), ('year', 'NN'), ('human', 'JJ'), ('people', 'NNS'), ('right', 'RB'), ('decade', 'NN'), ('africa', 'NN'), ('chairperson', 'NN'), ('called', 'VBN'), ('member', 'NN'), ('state', 'NN'), ('ratify', 'JJ'), ('african', 'JJ'), ('shared', 'VBN'), ('value', 'NN'), ('instrument', 'NN'), ('protect', 'JJ'), ('human', 'JJ'), ('people', 'NNS'), ('right', 'RB')]",1.625,Positive
51,16471,"The article discusses Uganda's President Yoweri Museveni addressing the Sudan People's Liberation Movement (SPLM) National Liberation Council Meeting in Juba, South Sudan. He appeals for non-violent conflict resolution and encourages South Sudan leaders to embrace dialogue and work towards national elections. The meeting discussed the reunification of SPLM factions, the High Level Revitalization Forum, and National Dialogue in the country.",1,0,article discusses ugandapresident yoweri museveni addressing sudan peopleliberation movement splm national liberation council meeting juba south sudan appeals non violent conflict resolution encourages south sudan leaders embrace dialogue work towards national elections meeting discussed reunification splm factions high level revitalization forum national dialogue country ,discus ugandapresident yoweri museveni addressing sudan peopleliberation movement splm national liberation council meeting juba south sudan appeal non violent conflict resolution encourages south sudan leader embrace dialogue work towards national election meeting discussed reunification splm faction high level revitalization forum national dialogue country ,"[('discus', 'NN'), ('ugandapresident', 'JJ'), ('yoweri', 'NN'), ('museveni', 'NN'), ('addressing', 'VBG'), ('sudan', 'JJ'), ('peopleliberation', 'NN'), ('movement', 'NN'), ('splm', 'JJ'), ('national', 'JJ'), ('liberation', 'NN'), ('council', 'NN'), ('meeting', 'NN'), ('juba', 'NN'), ('south', 'NN'), ('sudan', 'JJ'), ('appeal', 'NN'), ('non', 'JJ'), ('violent', 'JJ'), ('conflict', 'NN'), ('resolution', 'NN'), ('encourages', 'VBZ'), ('south', 'JJ'), ('sudan', 'JJ'), ('leader', 'NN'), ('embrace', 'NN'), ('dialogue', 'NN'), ('work', 'NN'), ('towards', 'NNS'), ('national', 'JJ'), ('election', 'NN'), ('meeting', 'NN'), ('discussed', 'VBN'), ('reunification', 'NN'), ('splm', 'NN'), ('faction', 'NN'), ('high', 'JJ'), ('level', 'NN'), ('revitalization', 'NN'), ('forum', 'VBP'), ('national', 'JJ'), ('dialogue', 'NN'), ('country', 'NN')]",0.25,Positive
52,16666,"The article discusses the power-sharing deal signed by the parties to the South Sudan conflict in Khartoum, with several previous peace deals having been broken and concerns about implementation. Nicholas Haysom, United Nations Special Envoy for Sudan and South Sudan, talks about building sustainable peace in South Sudan, including the need for an inclusive agreement, clear evidence of political will, financial transparency mechanisms, effective monitoring enforcement and accountability. The commitment of South Sudanese parties to end the conflict is scrutinized as well, with emphasis on reaching out to all elements of society and making necessary compromises and sacrifices. The international community has a responsibility to press the parties on the question of sustainability, bring in all elements of South Sudanese who believe they should have been engaged in the initial arrangements, and help protect civilians and address the needs of refugees and internally displaced persons. The article also discusses the ethnic character of the conflict and its cruel consequences, leading to staggering numbers of refugees fleeing from the country.",0,0,article discusses power sharing deal signed parties south sudan conflict khartoum several previous peace deals broken concerns implementation nicholas haysom united nations special envoy sudan south sudan talks building sustainable peace south sudan including need inclusive agreement clear evidence political financial transparency mechanisms effective monitoring enforcement accountability commitment south sudanese parties end conflict scrutinized well emphasis reaching elements society making necessary compromises sacrifices international community hasresponsibility press parties question sustainability bring elements south sudanese believe engaged initial arrangements help protect civilians address needs refugees internally displaced persons article also discusses ethnic character conflict cruel consequences leading staggering numbers refugees fleeing country ,discus power sharing deal signed party south sudan conflict khartoum several previous peace deal broken concern implementation nicholas haysom united nation special envoy sudan south sudan talk building sustainable peace south sudan including need inclusive agreement clear evidence political financial transparency mechanism effective monitoring enforcement accountability commitment south sudanese party end conflict scrutinized well emphasis reaching element society making necessary compromise sacrifice international community hasresponsibility press party question sustainability bring element south sudanese believe engaged initial arrangement help protect civilian address need refugee internally displaced person article also discus ethnic character conflict cruel consequence leading staggering number refugee fleeing country ,"[('discus', 'NN'), ('power', 'NN'), ('sharing', 'VBG'), ('deal', 'NN'), ('signed', 'VBN'), ('party', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('conflict', 'NN'), ('khartoum', 'VBD'), ('several', 'JJ'), ('previous', 'JJ'), ('peace', 'NN'), ('deal', 'NN'), ('broken', 'JJ'), ('concern', 'NN'), ('implementation', 'NN'), ('nicholas', 'NNS'), ('haysom', 'VBP'), ('united', 'JJ'), ('nation', 'NN'), ('special', 'JJ'), ('envoy', 'JJ'), ('sudan', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('talk', 'NN'), ('building', 'NN'), ('sustainable', 'JJ'), ('peace', 'NN'), ('south', 'JJ'), ('sudan', 'NN'), ('including', 'VBG'), ('need', 'JJ'), ('inclusive', 'JJ'), ('agreement', 'NN'), ('clear', 'JJ'), ('evidence', 'NN'), ('political', 'JJ'), ('financial', 'JJ'), ('transparency', 'NN'), ('mechanism', 'NN'), ('effective', 'JJ'), ('monitoring', 'NN'), ('enforcement', 'NN'), ('accountability', 'NN'), ('commitment', 'NN'), ('south', 'VBZ'), ('sudanese', 'JJ'), ('party', 'NN'), ('end', 'NN'), ('conflict', 'NN'), ('scrutinized', 'VBN'), ('well', 'RB'), ('emphasis', 'NN'), ('reaching', 'VBG'), ('element', 'JJ'), ('society', 'NN'), ('making', 'VBG'), ('necessary', 'JJ'), ('compromise', 'NN'), ('sacrifice', 'NN'), ('international', 'JJ'), ('community', 'NN'), ('hasresponsibility', 'NN'), ('press', 'NN'), ('party', 'NN'), ('question', 'NN'), ('sustainability', 'NN'), ('bring', 'NN'), ('element', 'NN'), ('south', 'JJ'), ('sudanese', 'JJ'), ('believe', 'VBP'), ('engaged', 'VBN'), ('initial', 'JJ'), ('arrangement', 'NN'), ('help', 'NN'), ('protect', 'VB'), ('civilian', 'JJ'), ('address', 'NN'), ('need', 'NN'), ('refugee', 'VBP'), ('internally', 'RB'), ('displaced', 'VBN'), ('person', 'NN'), ('article', 'NN'), ('also', 'RB'), ('discus', 'VBZ'), ('ethnic', 'JJ'), ('character', 'NN'), ('conflict', 'NN'), ('cruel', 'NN'), ('consequence', 'NN'), ('leading', 'VBG'), ('staggering', 'VBG'), ('number', 'NN'), ('refugee', 'NN'), ('fleeing', 'VBG'), ('country', 'NN')]",3.25,Positive
53,17266,"The article discusses Deputy President David Mabuza's arrival in Juba, South Sudan to facilitate a Meeting of Parties to the Revitalized Agreement on the Resolution of Conflict in South Sudan. The consultative meeting is on the contentious issue of the number of States and their boundaries. The meeting will take place in Juba from 2-3 December 2019 and will be attended by all parties to the agreement. The meeting was preceded by the 13th Ordinary Summit of IGAD Heads of State and Government held in Addis Ababa, Ethiopia on 29 November 2019.",0,0,article discusses deputy president david mabuzaarrival juba south sudan facilitatemeeting parties revitalized agreement resolution conflict south sudan consultative meeting contentious issue number states boundaries meeting take place juba 2 3 december 2019 attended parties agreement meeting preceded 13th ordinary summit igad heads state government held addis ababa ethiopia 29 november 2019 ,discus deputy president david mabuzaarrival juba south sudan facilitatemeeting party revitalized agreement resolution conflict south sudan consultative meeting contentious issue number state boundary meeting take place juba december attended party agreement meeting preceded 13th ordinary summit igad head state government held addis ababa ethiopia november ,"[('discus', 'JJ'), ('deputy', 'NN'), ('president', 'NN'), ('david', 'NN'), ('mabuzaarrival', 'NN'), ('juba', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('facilitatemeeting', 'VBG'), ('party', 'NN'), ('revitalized', 'VBD'), ('agreement', 'NN'), ('resolution', 'NN'), ('conflict', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('consultative', 'JJ'), ('meeting', 'NN'), ('contentious', 'JJ'), ('issue', 'NN'), ('number', 'NN'), ('state', 'NN'), ('boundary', 'JJ'), ('meeting', 'NN'), ('take', 'VB'), ('place', 'NN'), ('juba', 'NN'), ('december', 'NN'), ('attended', 'VBD'), ('party', 'NN'), ('agreement', 'NN'), ('meeting', 'NN'), ('preceded', 'VBD'), ('13th', 'CD'), ('ordinary', 'JJ'), ('summit', 'NN'), ('igad', 'JJ'), ('head', 'NN'), ('state', 'NN'), ('government', 'NN'), ('held', 'VBD'), ('addis', 'RB'), ('ababa', 'JJ'), ('ethiopia', 'JJ'), ('november', 'NN')]",0.25,Positive
54,17434,"The article discusses the South Sudan Peace agreement and the allocation of Cabinet portfolio balance. SPLM-IO gets the key ministries of Defence, Petroleum and Mining, and also control other ministries and three deputies in Cabinet Affairs, Interior and Finance and Planning ministries. President Kiir's faction got 20 ministries. SPLM-IO last week delayed the formation of the TGoNU Cabinet when it protested that President Salva Kiir's faction wanted to allocate itself all the key ministries.",0,0,article discusses south sudan peace agreement allocation cabinet portfolio balance splm io gets key ministries defence petroleum mining also control ministries three deputies cabinet affairs interior finance planning ministries president kiirfaction got 20 ministries splm io last week delayed formation tgonu cabinet protested president salva kiirfaction wanted allocate key ministries ,discus south sudan peace agreement allocation cabinet portfolio balance splm get key ministry defence petroleum mining also control ministry three deputy cabinet affair interior finance planning ministry president kiirfaction got ministry splm last week delayed formation tgonu cabinet protested president salva kiirfaction wanted allocate key ministry ,"[('discus', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('peace', 'NN'), ('agreement', 'NN'), ('allocation', 'NN'), ('cabinet', 'NN'), ('portfolio', 'NN'), ('balance', 'NN'), ('splm', 'NN'), ('get', 'VBP'), ('key', 'JJ'), ('ministry', 'NN'), ('defence', 'NN'), ('petroleum', 'NN'), ('mining', 'NN'), ('also', 'RB'), ('control', 'VBD'), ('ministry', 'NN'), ('three', 'CD'), ('deputy', 'NN'), ('cabinet', 'NN'), ('affair', 'NN'), ('interior', 'JJ'), ('finance', 'NN'), ('planning', 'NN'), ('ministry', 'NN'), ('president', 'NN'), ('kiirfaction', 'NN'), ('got', 'VBD'), ('ministry', 'NN'), ('splm', 'NN'), ('last', 'JJ'), ('week', 'NN'), ('delayed', 'VBD'), ('formation', 'NN'), ('tgonu', 'NN'), ('cabinet', 'NN'), ('protested', 'VBD'), ('president', 'NN'), ('salva', 'NN'), ('kiirfaction', 'NN'), ('wanted', 'VBD'), ('allocate', 'JJ'), ('key', 'JJ'), ('ministry', 'NN')]",0.25,Positive
55,17453,"The article discusses South Sudan's First Vice President Riek Machar's call to fight corruption, which he sees as the first stigma the country must address to redeem its image. He stressed the need for public confidence and urged unity among government officials to address corruption, especially in procurement. The article also highlights how corruption has hindered the country's progress and ranks it as one of the most corrupt countries in the world. Finally, it calls for a redoubling of efforts to improve the country's public image and attract investors.",1,0,article discusses south sudanfirst vice president riek macharcall fight corruption sees first stigma country must address redeem image stressed need public confidence urged unity among government officials address corruption especially procurement article also highlights corruption hindered countryprogress ranks one corrupt countries world finally calls forredoubling efforts improve countrypublic image attract investors ,discus south sudanfirst vice president riek macharcall fight corruption see first stigma country must address redeem image stressed need public confidence urged unity among government official address corruption especially procurement article also highlight corruption hindered countryprogress rank one corrupt country world finally call forredoubling effort improve countrypublic image attract investor ,"[('discus', 'NN'), ('south', 'VBD'), ('sudanfirst', 'JJ'), ('vice', 'NN'), ('president', 'NN'), ('riek', 'VB'), ('macharcall', 'NN'), ('fight', 'NN'), ('corruption', 'NN'), ('see', 'VBP'), ('first', 'JJ'), ('stigma', 'JJ'), ('country', 'NN'), ('must', 'MD'), ('address', 'VB'), ('redeem', 'JJ'), ('image', 'NN'), ('stressed', 'VBD'), ('need', 'JJ'), ('public', 'JJ'), ('confidence', 'NN'), ('urged', 'VBN'), ('unity', 'NN'), ('among', 'IN'), ('government', 'NN'), ('official', 'NN'), ('address', 'NN'), ('corruption', 'NN'), ('especially', 'RB'), ('procurement', 'JJ'), ('article', 'NN'), ('also', 'RB'), ('highlight', 'JJ'), ('corruption', 'NN'), ('hindered', 'VBD'), ('countryprogress', 'JJ'), ('rank', 'NN'), ('one', 'CD'), ('corrupt', 'NN'), ('country', 'NN'), ('world', 'NN'), ('finally', 'RB'), ('call', 'JJ'), ('forredoubling', 'NN'), ('effort', 'NN'), ('improve', 'VB'), ('countrypublic', 'JJ'), ('image', 'NN'), ('attract', 'NN'), ('investor', 'NN')]",1.5,Positive
56,17669,The article discusses the deployment of the army by the National Security Council to flush out over 200 heavily armed militia from South Sudan who had displaced Kenyan pastoralists in Turkana West Sub-county. The conflict resulted from the incursion of herders from the Toposa community into pasture-rich Mogilla ranges. The leaders advocated for structured dialogue between representatives of both communities and called for delimitation and demarcation of the boundary. Peace actors were urged to initiate peace meetings that will review several peace agreements that were signed between the two communities to end conflicts.,-1,0,article discusses deployment army national security council flush 200 heavily armed militia south sudan displaced kenyan pastoralists turkana west sub county conflict resulted incursion herders toposa community pasture rich mogilla ranges leaders advocated structured dialogue representatives communities called delimitation demarcation boundary peace actors urged initiate peace meetings review several peace agreements signed two communities end conflicts ,discus deployment army national security council flush heavily armed militia south sudan displaced kenyan pastoralists turkana west sub county conflict resulted incursion herder toposa community pasture rich mogilla range leader advocated structured dialogue representative community called delimitation demarcation boundary peace actor urged initiate peace meeting review several peace agreement signed two community end conflict ,"[('discus', 'NN'), ('deployment', 'NN'), ('army', 'IN'), ('national', 'JJ'), ('security', 'NN'), ('council', 'NN'), ('flush', 'VBP'), ('heavily', 'RB'), ('armed', 'VBN'), ('militia', 'NN'), ('south', 'JJ'), ('sudan', 'NN'), ('displaced', 'VBD'), ('kenyan', 'JJ'), ('pastoralists', 'NNS'), ('turkana', 'VBP'), ('west', 'JJS'), ('sub', 'JJ'), ('county', 'NN'), ('conflict', 'NN'), ('resulted', 'VBD'), ('incursion', 'NN'), ('herder', 'NN'), ('toposa', 'NNP'), ('community', 'NN'), ('pasture', 'NN'), ('rich', 'JJ'), ('mogilla', 'NN'), ('range', 'NN'), ('leader', 'NN'), ('advocated', 'VBD'), ('structured', 'JJ'), ('dialogue', 'NN'), ('representative', 'NN'), ('community', 'NN'), ('called', 'VBN'), ('delimitation', 'NN'), ('demarcation', 'NN'), ('boundary', 'JJ'), ('peace', 'NN'), ('actor', 'NN'), ('urged', 'VBD'), ('initiate', 'JJ'), ('peace', 'NN'), ('meeting', 'NN'), ('review', 'VB'), ('several', 'JJ'), ('peace', 'NN'), ('agreement', 'NN'), ('signed', 'VBD'), ('two', 'CD'), ('community', 'NN'), ('end', 'NN'), ('conflict', 'NN')]",-0.25,Negative
57,17793,"The article discusses the South Sudanese Ambassador to Ethiopia refuting allegations of being expelled and expressing his delight towards Prime Minister Abiy Ahmed's remark about TPLF's negative role in the 2015 peace agreement in South Sudan. The Ambassador also noted that the peace talks led by TPLF junta's senior member Seyoum Mesfin did not bring the intended resolution for the conflict due to Seyoum's biased stance between opposing parties. The article also mentions social media rumors about the expulsion of South Sudanese diplomatic corps, which were dismissed by the Ambassador as fake news perpetuated by South Sudanese opposition seeking to create tension between the two countries.",-1,0,article discusses south sudanese ambassador ethiopia refuting allegations expelled expressing delight towards prime minister abiy ahmedremark tplfnegative role 2015 peace agreement south sudan ambassador also noted peace talks led tplf juntasenior member seyoum mesfin bring intended resolution conflict due seyoumbiased stance opposing parties article also mentions social media rumors expulsion south sudanese diplomatic corps dismissed ambassador fake news perpetuated south sudanese opposition seeking create tension two countries ,discus south sudanese ambassador ethiopia refuting allegation expelled expressing delight towards prime minister abiy ahmedremark tplfnegative role peace agreement south sudan ambassador also noted peace talk led tplf juntasenior member seyoum mesfin bring intended resolution conflict due seyoumbiased stance opposing party article also mention social medium rumor expulsion south sudanese diplomatic corp dismissed ambassador fake news perpetuated south sudanese opposition seeking create tension two country ,"[('discus', 'NN'), ('south', 'VBZ'), ('sudanese', 'JJ'), ('ambassador', 'NN'), ('ethiopia', 'NN'), ('refuting', 'VBG'), ('allegation', 'NN'), ('expelled', 'VBD'), ('expressing', 'VBG'), ('delight', 'NN'), ('towards', 'NNS'), ('prime', 'JJ'), ('minister', 'NN'), ('abiy', 'NN'), ('ahmedremark', 'NN'), ('tplfnegative', 'JJ'), ('role', 'NN'), ('peace', 'NN'), ('agreement', 'NN'), ('south', 'JJ'), ('sudan', 'NN'), ('ambassador', 'NN'), ('also', 'RB'), ('noted', 'VBD'), ('peace', 'NN'), ('talk', 'NN'), ('led', 'VBD'), ('tplf', 'JJ'), ('juntasenior', 'JJ'), ('member', 'NN'), ('seyoum', 'NN'), ('mesfin', 'NN'), ('bring', 'NN'), ('intended', 'VBN'), ('resolution', 'NN'), ('conflict', 'NN'), ('due', 'JJ'), ('seyoumbiased', 'VBD'), ('stance', 'NN'), ('opposing', 'VBG'), ('party', 'NN'), ('article', 'NN'), ('also', 'RB'), ('mention', 'VBP'), ('social', 'JJ'), ('medium', 'NN'), ('rumor', 'NN'), ('expulsion', 'NN'), ('south', 'VBZ'), ('sudanese', 'JJ'), ('diplomatic', 'JJ'), ('corp', 'NN'), ('dismissed', 'VBD'), ('ambassador', 'JJ'), ('fake', 'JJ'), ('news', 'NN'), ('perpetuated', 'VBD'), ('south', 'JJ'), ('sudanese', 'JJ'), ('opposition', 'NN'), ('seeking', 'VBG'), ('create', 'JJ'), ('tension', 'NN'), ('two', 'CD'), ('country', 'NN')]",-0.625,Negative
